"Nutrition and Cancer","Nutr Cancer","",""
"Nutrition and Health","Nutr Health","",""
"Nutrition Reviews","Nutr Rev","",""
"Obesity Research","Obes Res","",""
"Obstetrical and Gynecological Survey","Obstet Gynecol Surv","",""
"Obstetrics and Gynecology","Obstet Gynecol","",""
"Obstetrics and Gynecology Clinics of North America","Obstet Gynecol Clin North Am","",""
"Occupational and Environmental Medicine","Occup Environ Med","",""
"Occupational Health and Safety","Occup Health Saf","",""
"Occupational Medicine","Occup Med (Oxf)","",""
"Occupational Medicine","Occup Med","",""
"Ocular Immunology and Inflammation","Ocul Immunol Inflamm","",""
"Oftalmologia","Oftalmologia","",""
"Okajimas Folia Anatomica Japonica","Okajimas Folia Anat Jpn","",""
"Oncogene","Oncogene","",""
"Oncology","Oncology (Huntingt)","",""
"Oncology","Oncology","",""
"Oncology Nursing Forum","Oncol Nurs Forum","",""
"Oncology Research","Oncol Res","",""
"Onderstepoort Journal of Veterinary Research","Onderstepoort J Vet Res","",""
"Online Journal of Current Clinical Trials","Online J Curr Clin Trials","",""
"Ontogenez","Ontogenez","",""
"Ophthalmic Epidemiology","Ophthalmic Epidemiol","",""
"Ophthalmic Genetics","Ophthalmic Genet","",""
"Ophthalmic and Physiological Optics","Ophthalmic Physiol Opt","",""
"Ophthalmic Plastic and Reconstructive Surgery","Ophthal Plast Reconstr Surg","",""
"Ophthalmic Research","Ophthalmic Res","",""
"Ophthalmic Surgery and Lasers","Ophthalmic Surg Lasers","",""
"Ophthalmologe","Ophthalmologe","",""
"Ophthalmologica","Ophthalmologica","",""
"Ophthalmology","Ophthalmology","",""
"Optometry and Vision Science","Optom Vis Sci","",""
"Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology AndEndodontics Oral Surg Oral Med Oral Pathol Oral Radio","Endod","",""
"Origins of Life and Evolution Of The Biosphere","Orig Life Evol Biosph","",""
"Orl; Journal of Oto-Rhino-Laryngology and Its Related Specialties","ORL J Otorhinolaryngol Relat Spec","",""
"Orthodontie Francaise","Orthod Fr","",""
"Orthopade","Orthopade","",""
"Orthopedic Clinics of North America","Orthop Clin North Am","",""
"Orthopedics","Orthopedics","",""
"Orvosi Hetilap","Orv Hetil","",""
"Osaka City Medical Journal","Osaka City Med J","",""
"Osteoarthritis and Cartilage","Osteoarthritis Cartilage","",""
"Osteoporosis International","Osteoporos Int","",""
"Otolaryngologia Polska","Otolaryngol Pol","",""
"Otolaryngologic Clinics of North America","Otolaryngol Clin North Am","",""
"Otolaryngology - Head and Neck Surgery","Otolaryngol Head Neck Surg","",""
"Oxford Surveys on Eukaryotic Genes","Oxf Surv Eukaryot Genes","",""
"Pacing and Clinical Electrophysiology","Pacing Clin Electrophysiol","",""
"Paediatric Anaesthesia","Paediatr Anaesth","",""
"Paediatric and Perinatal Epidemiology","Paediatr Perinat Epidemiol","",""
"Pain","Pain","",""
"Palliative Medicine","Palliat Med","",""
"Pancreas","Pancreas","",""
"Panminerva Medica","Panminerva Med","",""
"Papua New Guinea Medical Journal","P N G Med J","",""
"Parasite","Parasite","",""
"Parasite Immunology","Parasite Immunol","",""
"Parasitology","Parasitology","",""
"Parasitology Research","Parasitol Res","",""
"Parassitologia","Parassitologia","",""
"Parazitologiia","Parazitologiia","",""
"Pathobiology","Pathobiology","",""
"Pathologe","Pathologe","",""
"Pathologica","Pathologica","",""
"Pathologie Biologie","Pathol Biol (Paris)","",""
"Pathology","Pathology (Phila)","",""
"Pathology","Pathology","",""
"Pathology International","Pathol Int","",""
"Pathology, Research and Practice","Pathol Res Pract","",""
"Patologicheskaia Fiziologiia I Eksperimentalnaia Terapiia","Patol Fiziol Eksp Ter","",""
"PDA Journal of Pharmaceutical Science and Technology","PDA J Pharm Sci Technol","",""
"Pediatria Medica E Chirurgica","Pediatr Med Chir","",""
"Pediatric Allergy and Immunology","Pediatr Allergy Immunol","",""
"Pediatric Annals","Pediatr Ann","",""
"Pediatric Cardiology","Pediatr Cardiol","",""
"Pediatric Clinics of North America","Pediatr Clin North Am","",""
"Pediatric Dentistry","Pediatr Dent","",""
"Pediatric Dermatology","Pediatr Dermatol","",""
"Pediatric Emergency Care","Pediatr Emerg Care","",""
"Pediatric Hematology and Oncology","Pediatr Hematol Oncol","",""
"Pediatric Infectious Disease Journal","Pediatr Infect Dis J","",""
"Pediatric Nephrology","Pediatr Nephrol","",""
"Pediatric Neurology","Pediatr Neurol","",""
"Pediatric Neurosurgery","Pediatr Neurosurg","",""
"Pediatric Pathology and Laboratory Medicine","Pediatr Pathol Lab Med","",""
"Pediatric Pulmonology","Pediatr Pulmonol","",""
"Pediatric Pulmonology. Supplement","Pediatr Pulmonol Suppl","",""
"Pediatric Radiology","Pediatr Radiol","",""
"Pediatric Research","Pediatr Res","",""
"Pediatric Surgery International","Pediatr Surg Int","",""
"Pediatrics","Pediatrics","",""
"Pediatrics In Review","Pediatr Rev","",""
"Pennsylvania Medicine","Pa Med","",""
"Peptides","Peptides","",""
"Perception","Perception","",""
"Perceptual and Motor Skills","Percept Mot Skills","",""
"Perfusion","Perfusion","",""
"Peritoneal Dialysis International (Downsview, Ontario","Perit Dial Int","",""
"Perspectives In Biology and Medicine","Perspect Biol Med","",""
"Perspectives on Developmental Neurobiology","Perspect Dev Neurobiol","",""
"Pflugers Archiv. European Journal of Physiology","Pflugers Arch","",""
"Pharmaceutica Acta Helvetiae","Pharm Acta Helv","",""
"Pharmaceutical Biotechnology","Pharm Biotechnol","",""
"Pharmaceutical Research","Pharm Res","",""
"Pharmacogenetics","Pharmacogenetics","",""
"Pharmacological Research","Pharmacol Res","",""
"Pharmacological Reviews","Pharmacol Rev","",""
"Pharmacology","Pharmacology","",""
"Pharmacology, Biochemistry and Behavior","Pharmacol Biochem Behav","",""
"Pharmacology and Therapeutics","Pharmacol Ther","",""
"Pharmacology and Toxicology","Pharmacol Toxicol","",""
"Pharmacopsychiatry","Pharmacopsychiatry","",""
"Pharmacotherapy","Pharmacotherapy","",""
"Pharmacy World and Science","Pharm World Sci","",""
"Pharmazie","Pharmazie","",""
"Pharmazie In Unserer Zeit","Pharm Unserer Zeit","",""
"Pharos of Alpha Omega Alpha Honor Medical Society","Pharos","",""
"Philosophical Transactions of The Royal Society Of London. Series B: Biological Sciences","Philos Trans R Soc Lond B Biol Sci","",""
"Phonetica","Phonetica","",""
"Photochemistry and Photobiology","Photochem Photobiol","",""
"Photodermatology, Photoimmunology and Photomedicine","Photodermatol Photoimmunol Photomed","",""
"Physical Medicine and Rehabilitation Clinics of North America","Phys Med Rehabil Clin N Am","",""
"Physical Therapy","Phys Ther","",""
"Physics In Medicine and Biology","Phys Med Biol","",""
"Physiological Chemistry and Physics And Medical NMR","Physiol Chem Phys Med NMR","",""
"Physiological Measurement","Physiol Meas","",""
"Physiological Research","Physiol Res","",""
"Physiological Reviews","Physiol Rev","",""
"Physiological Zoology","Physiol Zool","",""
"Physiologist","Physiologist","",""
"Physiology and Behavior","Physiol Behav","",""
"Physiotherapy Research International","Physiother Res Int","",""
"Pigment Cell Research","Pigment Cell Res","",""
"Placenta","Placenta","",""
"Plant Cell","Plant Cell","",""
"Plant and Cell Physiology","Plant Cell Physiol","",""
"Plant Foods For Human Nutrition","Plant Foods Hum Nutr","",""
"Plant Journal","Plant J","",""
"Plant Molecular Biology","Plant Mol Biol","",""
"Plant Physiology","Plant Physiol","",""
"Planta Medica","Planta Med","",""
"Plasmid","Plasmid","",""
"Plastic and Reconstructive Surgery","Plast Reconstr Surg","",""
"Pneumoftiziologia","Pneumoftiziologia","",""
"Pneumologie","Pneumologie","",""
"Pneumonologia I Alergologia Polska","Pneumonol Alergol Pol","",""
"Polimery W Medycynie","Polim Med","",""
"Polish Journal of Pathology","Pol J Pathol","",""
"Polish Journal of Pharmacology","Pol J Pharmacol","",""
"Polski Merkuriusz Lekarski","Pol Merkuriusz Lek","",""
"Polskie Archiwum Medycyny Wewnetrznej","Pol Arch Med Wewn","",""
"Population Reports. Series A; Oral Contraceptives","Popul Rep A","",""
"Population Reports. Series B; Intrauterine Devices","Popul Rep B","",""
"Population Reports. Series C, Female Sterilization","Popul Rep C","",""
"Population Reports. Series D, Male Sterilization","Popul Rep D","",""
"Population Reports. Series E; Law and Policy","Popul Rep E","",""
"Population Reports. Series H; Barrier Methods","Popul Rep H","",""
"Population Reports. Series J: Family Planning Programs","Popul Rep J","",""
"Population Reports. Series L: Issues In World Health","Popul Rep L","",""
"Population Reports. Series M, Special Topics","Popul Rep M","",""
"Population Trends","Popul Trends","",""
"Postepy Biochemii","Postepy Biochem","",""
"Postepy Higieny I Medycyny Doswiadczalnej","Postepy Hig Med Dosw","",""
"Postgraduate Medical Journal","Postgrad Med J","",""
"Postgraduate Medicine","Postgrad Med","",""
"Poultry Science","Poult Sci","",""
"Practitioner","Practitioner","",""
"Praxis Der Kinderpsychologie Und Kinderpsychiatrie","Prax Kinderpsychol Kinderpsychiatr","",""
"Praxis Der Kinderpsychologie Und Kinderpsychiatrie. Beiheft","Prax Kinderpsychol Kinderpsychiatr Beih","",""
"Prenatal Diagnosis","Prenat Diagn","",""
"Preparative Biochemistry and Biotechnology","Prep Biochem Biotechnol","",""
"Presse Medicale","Presse Med","",""
"Preventive Medicine","Prev Med","",""
"Preventive Veterinary Medicine","Prev Vet Med","",""
"Prikladnaia Biokhimiia I Mikrobiologiia","Prikl Biokhim Mikrobiol","",""
"Primary Care; Clinics In Office Practice","Prim Care","",""
"Problemi Na Khigienata","Probl Khig","",""
"Problemy Kosmicheskoi Biologii","Probl Kosm Biol","",""
"Problemy Medycyny Wieku Rozwojowego","Probl Med Wieku Rozwoj","",""
"Problemy Sotsialnoi Gigieny I Istoriia Meditsiny","Probl Sotsialnoi Gig Istor Med","",""
"Problemy Tuberkuleza","Probl Tuberk","",""
"Proceedings of The Association Of American Physicians","Proc Assoc Am Physicians","",""
"Proceedings of The Institution Of Mechanical Engineers. Part H, Journal Of Engineering In Medicine","Proc Inst Mech Eng [H]","",""
"Proceedings of The National Academy Of Sciences Of The United States Of America","Proc Natl Acad Sci U S A","",""
"Proceedings of The National Science Council, Republic Of China. Part B, Life Sciences","Proc Natl Sci Counc Repub China B","",""
"Proceedings of The Nutrition Society","Proc Nutr Soc","",""
"Proceedings of The Royal Society Of London. Series B: Biological Sciences","Proc R Soc Lond B Biol Sci","",""
"Proceedings of The Society For Experimental Biology and Medicine","Proc Soc Exp Biol Med","",""
"Proceedings of The Western Pharmacology Society","Proc West Pharmacol Soc","",""
"Progres En Urologie","Prog Urol","",""
"Progress In AIDS Pathology","Prog AIDS Pathol","",""
"Progress In Behavior Modification","Prog Behav Modif","",""
"Progress In Biochemical Pharmacology","Prog Biochem Pharmacol","",""
"Progress In Biophysics and Molecular Biology","Prog Biophys Mol Biol","",""
"Progress In Brain Research","Prog Brain Res","",""
"Progress In Cardiovascular Diseases","Prog Cardiovasc Dis","",""
"Progress In Cardiovascular Nursing","Prog Cardiovasc Nurs","",""
"Progress In Clinical and Biological Research","Prog Clin Biol Res","",""
"Progress In Clinical Parasitology","Prog Clin Parasitol","",""
"Progress In Drug Research","Prog Drug Res","",""
"Progress In Experimental Tumor Research","Prog Exp Tumor Res","",""
"Progress In Histochemistry and Cytochemistry","Prog Histochem Cytochem","",""
"Progress In Lipid Research","Prog Lipid Res","",""
"Progress In Liver Diseases","Prog Liver Dis","",""
"Progress In Medical Virology","Prog Med Virol","",""
"Progress In Medicinal Chemistry","Prog Med Chem","",""
"Progress In Molecular and Subcellular Biology","Prog Mol Subcell Biol","",""
"Progress In Neurobiology","Prog Neurobiol","",""
"Progress In Neuro-Psychopharmacology and Biological Psychiatry","Prog Neuropsychopharmacol Biol Psychiatry","",""
"Progress In Nucleic Acid Research and Molecular Biology","Prog Nucleic Acid Res Mol Biol","",""
"Prostaglandins","Prostaglandins","",""
"Prostaglandins Leukotrienes and Essential Fatty Acids","Prostaglandins Leukot Essent Fatty Acids","",""
"Prostate","Prostate","",""
"Prostate. Supplement","Prostate Suppl","",""
"Prosthetics and Orthotics International","Prosthet Orthot Int","",""
"Protein Engineering","Protein Eng","",""
"Protein Expression and Purification","Protein Expr Purif","",""
"Protein Science","Protein Sci","",""
"Proteins","Proteins","",""
"Przeglad Epidemiologiczny","Przegl Epidemiol","",""
"Przeglad Lekarski","Przegl Lek","",""
"Psychiatria Polska","Psychiatr Pol","",""
"Psychiatric Clinics of North America","Psychiatr Clin North Am","",""
"Psychiatric Genetics","Psychiatr Genet","",""
"Psychiatric Quarterly","Psychiatr Q","",""
"Psychiatric Services","Psychiatr Serv","",""
"Psychiatrische Praxis","Psychiatr Prax","",""
"Psychiatry","Psychiatry","",""
"Psychiatry and Clinical Neurosciences","Psychiatry Clin Neurosci","",""
"Psychiatry Research","Psychiatry Res","",""
"Psychoanalytic Quarterly","Psychoanal Q","",""
"Psychoanalytic Review","Psychoanal Rev","",""
"Psychoanalytic Study of The Child","Psychoanal Study Child","",""
"Psychological Bulletin","Psychol Bull","",""
"Psychological Issues","Psychol Issues","",""
"Psychological Medicine","Psychol Med","",""
"Psychological Reports","Psychol Rep","",""
"Psychological Research","Psychol Res","",""
"Psychological Review","Psychol Rev","",""
"Psychology and Aging","Psychol Aging","",""
"Psychoneuroendocrinology","Psychoneuroendocrinology","",""
"Psycho-Oncology","Psychooncology","",""
"Psychopathology","Psychopathology","",""
"Psychopharmacology","Psychopharmacology (Berl)","",""
"Psychopharmacology Bulletin","Psychopharmacol Bull","",""
"Psychopharmacology Series","Psychopharmacol Ser","",""
"Psychophysiology","Psychophysiology","",""
"Psychosomatic Medicine","Psychosom Med","",""
"Psychosomatics","Psychosomatics","",""
"Psychotherapie, Psychosomatik, Medizinische Psychologie","Psychother Psychosom Med Psychol","",""
"Psychotherapy and Psychosomatics","Psychother Psychosom","",""
"Pubblicazioni Della Stazione Zoologica di Napoli. Section Ii: History and Philosophy of The Life Sciences","Pubbl Stn Zool Napoli II","",""
"Public Health","Public Health","",""
"Public Health Nursing","Public Health Nurs","",""
"Public Health Reports","Public Health Rep","",""
"Public Health Reviews","Public Health Rev","",""
"Puerto Rico Health Sciences Journal","P R Health Sci J","",""
"Pulmonary Pharmacology and Therapeutics","Pulm Pharmacol Ther","",""
"QJM","QJM","",""
"Quality Assurance","Qual Assur","",""
"Quality of Life Research","Qual Life Res","",""
"Quarterly Journal of Experimental Psychology. A, Human Experimental Psychology","Q J Exp Psychol A","",""
"Quarterly Journal of Experimental Psychology. B, Comparative And Physiological Psychology","Q J Exp Psychol B","",""
"Quarterly Journal of Nuclear Medicine","Q J Nucl Med","",""
"Quarterly Review of Biology","Q Rev Biol","",""
"Quarterly Reviews of Biophysics","Q Rev Biophys","",""
"Radiation and Environmental Biophysics","Radiat Environ Biophys","",""
"Radiation Medicine","Radiat Med","",""
"Radiation Oncology Investigations","Radiat Oncol Investig","",""
"Radiation Research","Radiat Res","",""
"Radiatsionnaia Biologiia, Radioecologiia","Radiats Biol Radioecol","",""
"Radiographics","Radiographics","",""
"Radiologe","Radiologe","",""
"Radiologia Medica","Radiol Med (Torino)","",""
"Radiologic Clinics of North America","Radiol Clin North Am","",""
"Radiologic Technology","Radiol Technol","",""
"Radiology","Radiology","",""
"Radiotherapy and Oncology","Radiother Oncol","",""
"Rapid Communications In Mass Spectrometry","Rapid Commun Mass Spectrom","",""
"Rays","Rays","",""
"Recent Developments In Alcoholism","Recent Dev Alcohol","",""
"Recent Progress In Hormone Research","Recent Prog Horm Res","",""
"Recent Results In Cancer Research","Recent Results Cancer Res","",""
"Recenti Progressi In Medicina","Recenti Prog Med","",""
"Receptors and Channels","Receptors Channels","",""
"Receptors and Signal Transduction","Recept Signal Transduct","",""
"Reconstruction Surgery and Traumatology","Reconstr Surg Traumatol","",""
"Regional Anesthesia","Reg Anesth","",""
"Regulatory Peptides","Regul Pept","",""
"Regulatory Toxicology and Pharmacology","Regul Toxicol Pharmacol","",""
"Rehabilitation","Rehabilitation (Stuttg)","",""
"Renal Failure","Ren Fail","",""
"Report / Group For The Advancement of Psychiatry","Rep Group Adv Psychiatry","",""
"Reports on Health and Social Subjects","Rep Health Soc Subj (Lond)","",""
"Reproduction, Fertility, and Development","Reprod Fertil Dev","",""
"Reproduction, Nutrition, Development","Reprod Nutr Dev","",""
"Reproductive Toxicology","Reprod Toxicol","",""
"Research Communications In Molecular Pathology and Pharmacology","Res Commun Mol Pathol Pharmacol","",""
"Research In Developmental Disabilities","Res Dev Disabil","",""
"Research In Experimental Medicine","Res Exp Med (Berl)","",""
"Research In Immunology","Res Immunol","",""
"Research In Microbiology","Res Microbiol","",""
"Research In Nursing and Health","Res Nurs Health","",""
"Research Quarterly For Exercise and Sport","Res Q Exerc Sport","",""
"Research Report / Health Effects Institute","Res Rep Health Eff Inst","",""
"Research In Veterinary Science","Res Vet Sci","",""
"Research In Virology","Res Virol","",""
"Respiration","Respiration","",""
"Respiration Physiology","Respir Physiol","",""
"Respiratory Care Clinics of North America","Respir Care Clin N Am","",""
"Respiratory Medicine","Respir Med","",""
"Respirology","Respirology","",""
"Results and Problems In Cell Differentiation","Results Probl Cell Differ","",""
"Resuscitation","Resuscitation","",""
"Retina","Retina","",""
"Reumatizam","Reumatizam","",""
"Reviews of Environmental Contamination and Toxicology","Rev Environ Contam Toxicol","",""
"Reviews on Environmental Health","Rev Environ Health","",""
"Reviews In The Neurosciences","Rev Neurosci","",""
"Reviews of Oculomotor Research","Rev Oculomot Res","",""
"Reviews of Physiology Biochemistry and Pharmacology","Rev Physiol Biochem Pharmacol","",""
"Reviews of Reproduction","Rev Reprod","",""
"Revista Argentina de Microbiologia","Rev Argent Microbiol","",""
"Revista Da Associacao Medica Brasileira","Rev Assoc Med Bras","",""
"Revista de Biologia Tropical","Rev Biol Trop","",""
"Revista Brasileira de Biologia","Rev Bras Biol","",""
"Revista Clinica Espanola","Rev Clin Esp","",""
"Revista Cubana de Medicina Tropical","Rev Cubana Med Trop","",""
"Revista Espanola de Anestesiologia Y Reanimacion","Rev Esp Anestesiol Reanim","",""
"Revista Espanola de Cardiologia","Rev Esp Cardiol","",""
"Revista Espanola de Enfermedades Digestivas","Rev Esp Enferm Dig","",""
"Revista Espanola de Fisiologia","Rev Esp Fisiol","",""
"Revista Espanola de Salud Publica","Rev Esp Salud Publica","",""
"Revista de la Facultad De Ciencias Medicas / Universidad Nacional De Cordoba","Rev Fac Cien Med Univ Nac Cordoba","",""
"Revista de Gastroenterologia De Mexico","Rev Gastroenterol Mex","",""
"Revista Do Hospital Das Clinicas; Faculdade de Medicina Da Universidade De Sao Paulo","Rev Hosp Clin Fac Med Sao Paulo","",""
"Revista Do Instituto de Medicina Tropical De Sao Paulo","Rev Inst Med Trop Sao Paulo","",""
"Revista de Investigacion Clinica","Rev Invest Clin","",""
"Revista Latinoamericana de Microbiologia","Rev Latinoam Microbiol","",""
"Revista Medica de Chile","Rev Med Chil","",""
"Revista Medica de Panama","Rev Med Panama","",""
"Revista de Medicina De la Universidad De Navarra","Rev Med Univ Navarra","",""
"Revista Medico-Chirurgicala A Societatii de Medici Si Naturalisti Din Iasi","Rev Med Chir Soc Med Nat Iasi","",""
"Revista de Neurologia","Rev Neurol","",""
"Revista Panamericana de Salud Publica","Rev Panam Salud Publica","",""
"Revista Paulista de Medicina","Rev Paul Med","",""
"Revista Portuguesa de Cardiologia","Rev Port Cardiol","",""
"Revista de Saude Publica","Rev Saude Publica","",""
"Revista Da Sociedade Brasileira de Medicina Tropical","Rev Soc Bras Med Trop","",""
"Revue Belge de Medecine Dentaire","Rev Belge Med Dent","",""
"Revue de Chirurgie Orthopedique Et Reparatrice De L Appareil Moteur","Rev Chir Orthop Reparatrice Appar Mot","",""
"Revue D Epidemiologie Et de Sante Publique","Rev Epidemiol Sante Publique","",""
"Revue Internationale Du Trachome Et de Pathologie Oculaire Tropicale EtSubtropicale Et De Sante Publique Rev Int Trach Pathol Ocul Trop Subtro","Sante Publique","",""
"Revue de Laryngologie Otologie Rhinologie","Rev Laryngol Otol Rhinol (Bord)","",""
"Revue Des Maladies Respiratoires","Rev Mal Respir","",""
"Revue de Medecine Interne","Rev Med Interne","",""
"Revue Medicale de Bruxelles","Rev Med Brux","",""
"Revue Medicale de Liege","Rev Med Liege","",""
"Revue Medicale de la Suisse Romande","Rev Med Suisse Romande","",""
"Revue Neurologique","Rev Neurol (Paris)","",""
"Revue de Pneumologie Clinique","Rev Pneumol Clin","",""
"Revue Du Rhumatisme. English Edition","Rev Rhum Engl Ed","",""
"Revue Scientifique Et Technique","Rev Sci Tech","",""
"Revue de Stomatologie Et De Chirurgie Maxillo-Faciale","Rev Stomatol Chir Maxillofac","",""
"Rheumatic Diseases Clinics of North America","Rheum Dis Clin North Am","",""
"Rheumatology International","Rheumatol Int","",""
"Rhinology","Rhinology","",""
"Rhinology. Supplement","Rhinol Suppl","",""
"Rinsho Byori. Japanese Journal of Clinical Pathology","Rinsho Byori","",""
"Rinsho Ketsueki. Japanese Journal of Clinical Hematology","Rinsho Ketsueki","",""
"Rinsho Shinkeigaku. Clinical Neurology","Rinsho Shinkeigaku","",""
"Risk Analysis","Risk Anal","",""
"Rivista di Biologia","Riv Biol","",""
"RNA","RNA","",""
"Roczniki Akademii Medycznej W Bialymstoku","Rocz Akad Med Bialymst","",""
"Roczniki Panstwowego Zakladu Higieny","Rocz Panstw Zakl Hig","",""
"Rofo. Fortschritte Auf Dem Gebiete Der Rontgenstrahlen Und Der NeuenBildgebenden Verfahren Rofo Fortschr Geb Rontgenstr Neuen Bildge","Verfahr","",""
"Romanian Journal of Internal Medicine","Rom J Intern Med","",""
"Romanian Journal of Morphology and Embryology","Rom J Morphol Embryol","",""
"Romanian Journal of Virology","Rom J Virol","",""
"Rontgenpraxis","Rontgenpraxis","",""
"Roumanian Archives of Microbiology and Immunology","Roum Arch Microbiol Immunol","",""
"Rozhledy V Chirurgii","Rozhl Chir","",""
"Ryumachi","Ryumachi","",""
"Salud Publica de Mexico","Salud Publica Mex","",""
"Sangre","Sangre (Barc)","",""
"Sangyo Eiseigaku Zasshi","Sangyo Eiseigaku Zasshi","",""
"Sangyo Ika Daigaku Zasshi","Sangyo Ika Daigaku Zasshi","",""
"Sante","Sante","",""
"Sante Publique (Vandoeuvre-Les-Nancy","Sante Publique","",""
"Sar and QSAR In Environmental Research","SAR QSAR Environ Res","",""
"Sarcoidosis, Vasculitis, and Diffuse Lung Diseases","Sarcoidosis Vasc Diffuse Lung Dis","",""
"Sbornik Lekarsky","Sb Lek","",""
"Scandinavian Audiology","Scand Audiol","",""
"Scandinavian Audiology. Supplementum","Scand Audiol Suppl","",""
"Scandinavian Cardiovascular Journal","Scand Cardiovasc J","",""
"Scandinavian Cardiovascular Journal. Supplement","Scand Cardiovasc J Suppl","",""
"Scandinavian Journal of Clinical and Laboratory Investigation","Scand J Clin Lab Invest","",""
"Scandinavian Journal of Clinical and Laboratory Investigation. Supplement","Scand J Clin Lab Invest Suppl","",""
"Scandinavian Journal of Gastroenterology","Scand J Gastroenterol","",""
"Scandinavian Journal of Gastroenterology. Supplement","Scand J Gastroenterol Suppl","",""
"Scandinavian Journal of Immunology","Scand J Immunol","",""
"Scandinavian Journal of Immunology. Supplement","Scand J Immunol Suppl","",""
"Scandinavian Journal of Infectious Diseases","Scand J Infect Dis","",""
"Scandinavian Journal of Infectious Diseases. Supplementum","Scand J Infect Dis Suppl","",""
"Scandinavian Journal of Medicine and Science In Sports","Scand J Med Sci Sports","",""
"Scandinavian Journal of Plastic and Reconstructive Surgery And Hand Surgery","Scand J Plast Reconstr Surg Hand Surg","",""
"Scandinavian Journal of Plastic and Reconstructive Surgery And Hand Surgery. Supplementum","Scand J Plast Reconstr Surg Hand Surg Suppl","",""
"Scandinavian Journal of Primary Health Care","Scand J Prim Health Care","",""
"Scandinavian Journal of Primary Health Care. Supplement","Scand J Prim Health Care Suppl","",""
"Scandinavian Journal of Psychology","Scand J Psychol","",""
"Scandinavian Journal of Rehabilitation Medicine","Scand J Rehabil Med","",""
"Scandinavian Journal of Rehabilitation Medicine. Supplement","Scand J Rehabil Med Suppl","",""
"Scandinavian Journal of Rheumatology","Scand J Rheumatol","",""
"Scandinavian Journal of Rheumatology. Supplement","Scand J Rheumatol Suppl","",""
"Scandinavian Journal of Social Medicine","Scand J Soc Med","",""
"Scandinavian Journal of Social Medicine. Supplementum","Scand J Soc Med Suppl","",""
"Scandinavian Journal of Urology and Nephrology","Scand J Urol Nephrol","",""
"Scandinavian Journal of Urology and Nephrology. Supplementum","Scand J Urol Nephrol Suppl","",""
"Scandinavian Journal of Work, Environment and Health","Scand J Work Environ Health","",""
"Scanning","Scanning","",""
"Scanning Microscopy (Elk Grove Village, Il","Scanning Microsc","",""
"Scanning Microscopy. Supplement","Scanning Microsc Suppl","",""
"Schizophrenia Bulletin","Schizophr Bull","",""
"Schizophrenia Research","Schizophr Res","",""
"Scholarly Inquiry For Nursing Practice","Sch Inq Nurs Pract","",""
"Schriftenreihe Neurologie. Neurology Series","Schriftenr Neurol","",""
"Schriftenreihe Des Vereins Fur Wasser-, Boden-, Und Lufthygiene","Schriftenr Ver Wasser Boden Lufthyg","",""
"Schweizer Archiv Fur Tierheilkunde","Schweiz Arch Tierheilkd","",""
"Schweizer Monatsschrift Fur Zahnmedizin","Schweiz Monatsschr Zahnmed","",""
"Schweizerische Medizinische Wochenschrift. Journal Suisse de Medecine","Schweiz Med Wochenschr","",""
"Schweizerische Medizinische Wochenschrift. Supplementum","Schweiz Med Wochenschr Suppl","",""
"Schweizerische Rundschau Fur Medizin Praxis","Schweiz Rundsch Med Prax","",""
"Science","Science","",""
"Science In China. Series C, Life Sciences","Sci China C Life Sci","",""
"Science and Justice","Sci Justice","",""
"Science Progress","Sci Prog","",""
"Science of The Total Environment","Sci Total Environ","",""
"Scientific American","Sci Am","",""
"Scottish Medical Journal","Scott Med J","",""
"Se Pu Chinese Journal of Chromatography (Ta-Lien Shih","Se Pu","",""
"Seikagaku. Journal of Japanese Biochemical Society","Seikagaku","",""
"Seishin Shinkeigaku Zasshi. Psychiatria Et Neurologia Japonica","Seishin Shinkeigaku Zasshi","",""
"Seizure","Seizure","",""
"Seminars In Arthritis and Rheumatism","Semin Arthritis Rheum","",""
"Seminars In Cancer Biology","Semin Cancer Biol","",""
"Seminars In Cutaneous Medicine and Surgery","Semin Cutan Med Surg","",""
"Seminars In Diagnostic Pathology","Semin Diagn Pathol","",""
"Seminars In Gastrointestinal Disease","Semin Gastrointest Dis","",""
"Seminars In Hematology","Semin Hematol","",""
"Seminars In Immunology","Semin Immunol","",""
"Seminars In Liver Disease","Semin Liver Dis","",""
"Seminars In Nephrology","Semin Nephrol","",""
"Seminars In Neurology","Semin Neurol","",""
"Seminars In Nuclear Medicine","Semin Nucl Med","",""
"Seminars In Oncology","Semin Oncol","",""
"Seminars In Oncology Nursing","Semin Oncol Nurs","",""
"Seminars In Pediatric Neurology","Semin Pediatr Neurol","",""
"Seminars In Pediatric Surgery","Semin Pediatr Surg","",""
"Seminars In Perinatology","Semin Perinatol","",""
"Seminars In Reproductive Endocrinology","Semin Reprod Endocrinol","",""
"Seminars In Respiratory Infections","Semin Respir Infect","",""
"Seminars In Roentgenology","Semin Roentgenol","",""
"Seminars In Speech and Language","Semin Speech Lang","",""
"Seminars In Surgical Oncology (New York, Ny","Semin Surg Oncol","",""
"Seminars In Thoracic and Cardiovascular Surgery","Semin Thorac Cardiovasc Surg","",""
"Seminars In Thrombosis and Hemostasis","Semin Thromb Hemost","",""
"Seminars In Ultrasound, Ct and Mr","Semin Ultrasound CT MR","",""
"Seminars In Urologic Oncology","Semin Urol Oncol","",""
"Seminars In Vascular Surgery","Semin Vasc Surg","",""
