"Mitteilungen Eidg. Anstalt für das forstliche Versuchswesen","Mitt. Eidgenöss. Anst. forstl. Vers.wes.",""
"Mitteilungen aus der Biologischen Bundesanstalt für Land- und Forstwirtschaft, Berlin-Dahlem","Mitt. Biol. Bundesanst. Land- Forstwirtsch., Berl.-Dahl.",""
"Mitteilungen aus der Norddeutschen Naturschutzakademie (NNA)","Mitt. Norddtsch. Nat.schutzakad.",""
"Mitteilungen aus der Staatsforstverwaltung Bayerns","Mitt. Staatsforstverwalt. Bayerns",""
"Mitteilungen der Aargauischen naturforschenden Gesellschaft","Mitt. Aargau. nat.forsch. Ges.",""
"Mitteilungen der Abteilung für Botanik am Landesmuseum Joanneum in Graz","Mitt. Abt. Bot. Landesmus. Joanneum Graz",""
"Mitteilungen der Abteilung für Forstliche Biometrie der Universität Freiburg","Mitt. Abt. Forstl. Biom. Univ. Freibg.",""
"Mitteilungen der Arbeitsgemeinschaft Geobotanik in Schleswig-Holstein und Hamburg","Mitt. Arb.gem. Geobot. Schlesw.-Holst. Hambg.",""
"Mitteilungen der Bundesforschungsanstalt für Forst- und Holzwirtschaft","Mitt. Bundesforsch.anst. Forst-  Holzwirtsch.",""
"Mitteilungen der Deutschen Bodenkundlichen Gesellschaft","Mitt. Dtsch. Bodenkdl. Ges.",""
"Mitteilungen der Deutschen Gesellschaft für allgemeine und angewandte Entomologie","Mitt. Dtsch. Ges. allg. angew. Entomol.",""
"Mitteilungen der Deutschen dendrologischen Gesellschaft","Mitt. Dtsch. dendrol. Ges.",""
"Mitteilungen der Eidg. Forschungsanstalt für Wald, Schnee und Landschaft","Mitt. Eidgenöss. Forsch.anst. Wald Schnee Landsch.",""
"Mitteilungen der Entomologischen Gesellschaft Basel","Mitt. Entomol. Ges. Basel",""
"Mitteilungen der Floristisch-soziologischen Arbeitsgemeinschaft","Mitt. Florist.-soziol. Arb.gem.",""
"Mitteilungen der Forstlichen Bundes-Versuchsanstalt Wien","Mitt. Forstl. Bundes-Vers.anst. Wien",""
"Mitteilungen der Forstlichen Versuchs- und Forschungsanstalt Baden-Württemberg","Mitt. Forstl. Vers.- Forsch.anst. Baden-Württ.",""
"Mitteilungen der Geographisch-Ethnographischen Gesellschaft Zürich","Mitt. Geogr.-Ethnogr. Ges. Zür.",""
"Mitteilungen der Gesellschaft für Bibliothekswesen und Dokumentation des Landbaues","Mitt. Ges. Bibl.wes. Dok. Landbaues",""
"Mitteilungen der Hessischen Landesforstverwaltung","Mitt. Hess. Landesforstverwalt.",""
"Mitteilungen der Internationalen bodenkundlichen Gesellschaft","Mitt. Int. bodenkdl. Ges.",""
"Mitteilungen der Naturforschenden Gesellschaft Luzern","Mitt. Nat.forsch. Ges. Luzern",""
"Mitteilungen der Naturforschenden Gesellschaft Schaffhausen","Mitt. Nat.forsch. Ges. Schaffhausen",""
"Mitteilungen der Naturforschenden Gesellschaft des Kantons Glarus","Mitt. Nat.forsch. Ges. Kanton Glarus",""
"Mitteilungen der Naturforschenden Gesellschaft des Kantons Solothurn","Mitt. Nat.forsch. Ges. Kanton Solothurn",""
"Mitteilungen der Naturforschenden Gesellschaft in Bern","Mitt. Nat.forsch. Ges. Bern",""
"Mitteilungen der Naturwissenschaftlichen Gesellschaft Thun","Mitt. Nat.wiss. Ges. Thun",""
"Mitteilungen der Naturwissenschaftlichen Gesellschaft Winterthur","Mitt. Nat.wiss. Ges. Winterthur",""
"Mitteilungen der Niedersächsischen forstlichen Versuchsanstalt","Mitt. Niedersächs. forstl. Vers.anst.",""
"Mitteilungen der Schweizerischen Entomologischen Gesellschaft","Mitt. Schweiz. Entomol. Ges.",""
"Mitteilungen der Thurgauischen Naturforschenden Gesellschaft","Mitt. Thurgau. Nat.forsch. Ges.",""
"Mitteilungen der Versuchsanstalt für Wasserbau, Hydrologie und Glaziologie an der Eidg. Technischen Hochschule Zürich","Mitt. Vers.anst. Wasserbau Hydrol. Glaziol. Eidgenöss. Tech. Hochsch. Zür.",""
"Mitteilungen der deutschen malakozoologischen Gesellschaft","Mitt. dtsch. malakozool. Ges.",""
"Mitteilungen des Arbeitskreises Wald und Wasser","Mitt. Arb.kr. Wald Wasser",""
"Mitteilungen des Badischen Landesvereins für Naturkunde und Naturschutz","Mitt. Bad. Landesver. Nat.kd. Nat.schutz",""
"Mitteilungen des Eidg. Institutes für Schnee- und Lawinenforschung","Mitt. Eidgenöss. Inst. Schnee- Lawinenforsch.",""
"Mitteilungen des Historischen Vereins des Kantons Schwyz","Mitt. Hist. Ver. Kanton Schwyz",""
"Mitteilungen des Kuratoriums für Waldarbeit und Forsttechnik","Mitt. Kurat. Waldarb. Forsttech.",""
"Mitteilungen des Vereins für forstliche Standortskunde und Forstpflanzenzüchtung","Mitt. Ver. forstl. Standortskd. Forstpflanzenzücht.",""
"Mitteilungsblatt - Chemische Gesellschaft der Deutschen Demokratischen Republik","Mitteilungsbl. - Chem. Ges. D. D. R.",""
"Molecular Astrophysics","Mol. Astrophys.",""
"Molecular Biology (Moscow, Russian Federation, English Edition) (Translation of Molekulyarnaya Biologiya)","Mol. Biol. (Moscow, Russ. Fed., Engl. Ed.)",""
"Molecular Biology (New York, NY, United States, English Edition)","Mol. Biol. (N. Y., NY, U. S., Engl. Ed.)",""
"Molecular Crystals and Liquid Crystals Science and Technology Section B","Mol. Cryst. Liq. Cryst. Sci. Technol., Sect. B",""
"Molecular Genetics & Genomic Medicine","Mol. Genet. Genomic Med.",""
"Molecular Genetics and Metabolism Reports","Mol. Genet. Metab. Rep.",""
"Molecular Screening News","Mol. Screen. News",""
"Molecular Therapy - Methods & Clinical Development","Mol. Ther. Methods Clin. Dev.",""
"Molecular Therapy — Oncolytics","Mol. Ther. Oncolytics",""
"Molecular and Cellular Therapies","Mol. Cell. Ther.",""
"Molekulyarnaya Biologiya (Moscow)","Mol. Biol. (Moscow)",""
"Molekulyarnaya Genetika, Mikrobiologiya i Virusologiya","Mol. Genet., Mikrobiol. Virusol.",""
"Monatshefte für Chemie","Monatsh. Chem.",""
"Monatsschrift für das württembergische Forstwesen","Mon.schr. württ. Forstwes.",""
"Monthly Notices of the Royal Astronomical Society Letters","Mon. Not. R. Astron. Soc. Lett.",""
"Monti e boschi","Monti boschi",""
"Mountain Geologist","Mt. Geol.",""
"Movement Ecology","Mov. Ecol.",""
"Mucopolysaccharides Biochimica et Biophysica Acta, Specialized Section on Mucoproteins and Mucopolysaccharides","Biochim. Biophys. Acta, Spec. Sect. Mucoproteins",""
"Mull und Abfall","Mull Abfall",""
"Mutation Research, DNA Repair","Mutat. Res. DNA Repair",""
"Mutation Research, DNA Repair Reports","Mutat. Res. DNA Repair Rep.",""
"Mutation Research, DNAging: Genetic Instability and Aging","Mutat. Res. DNAging: Genet. Instab. Aging",""
"Mutation Research, Environmental Mutagenesis and Related Subjects","Mutat. Res. Environ. Mutagen. Relat. Subj.",""
"Mutation Research, Genetic Toxicology","Mutat. Res. Genet. Toxicol.",""
"Mutation Research, Genetic Toxicology Testing","Mutat. Res. Genet. Toxicol. Test.",""
"Mutation Research, Mutation Research Genomics","Mutat. Res. Mutat. Res. Genomics",""
"Mutation Research, Reviews in Genetic Toxicology","Mutat. Res. Rev. Genet. Toxicol.",""
"Mycologia Balcanica","Mycol. Balc.",""
"Mycologia Helvetica","Mycol. Helv.",""
"Mémoires de la Société vaudoise des Sciences Naturelles","Mém. Soc. vaud. Sci. Nat.",""
"NATO ASI Series, Series G Ecological Sciences","NATO ASI Ser., Ser. G",""
"NATO ASI Series, Series H Cell Biology","NATO ASI Ser., Ser. H",""
"NIST Special Publication","NIST Spec. Publ.",""
"NNA-Berichte","NNA-Ber.",""
"NRIAG Journal of Astronomy and Geophysics","NRIAG J. Astron. Geophys.",""
"Nachrichtenblatt des Deutschen Pflanzenschutzdienstes","Nachr.bl. Dtsch. Pflanzenschutzd.",""
"Nano Communication Networks","Nano Commun. Networks",""
"Nano Convergence","Nano Convergence",""
"Nano Science and Nano Technology","Nano Sci. Nano Technol.",""
"NanoBiotechnology","NanoBiotechnology",""
"Nanomaterials and Nanotechnology","Nanomater. Nanotechnol.",""
"Nanoscale Horizons","Nanoscale Horiz.",""
"National Academy Science Letters (India)","Natl. Acad. Sci. Lett. (India)",""
"National Geographic Magazine","Nat. Geogr. Mag.",""
"National Science Review","Natl. Sci. Rev.",""
"Nationalpark-Forschung in der Schweiz","Natl.park-Forsch. Schweiz",""
"Natur und Landschaft","Nat. Landsch.",""
"Natur und Mensch","Nat. Mensch",""
"Natur und Naturschutz in Mecklenburg","Nat. Nat.schutz Mecklenbg.",""
"Natur und Technik","Nat. Tech.",""
"Natur- und Landschaftsschutzgebiete Baden-Württembergs","Nat.- Landsch.schutzgeb. Baden-Württ.",""
"Natural Hazards and Earth System Sciences Discussions","Nat. Hazards Earth Syst. Sci. Discuss.",""
"Natural Product Research, Part A: Structure and Synthesis","Nat. Prod. Res., Part A",""
"Natural Product Research, Part B: Bioactive Natural Products","Nat. Prod. Res., Part B",""
"Natural Products Reports","Nat. Prod. Rep.",""
"Natural Products Research Part A: Structure and Synthesis","Nat. Prod. Res., Part A",""
"Natural Products Research Part B: Bioactive Natural Products","Nat. Prod. Res. Part B",""
"Naturalist, The","Naturalist",""
"Naturaliste Canadien (Québec)","Nat. Can. (Qué.)",""
"Naturalistes Belges, Les","Nat. Belg.",""
"Nature Information","Nat. Inf.",""
"Nature Plants","Nat. Plants",""
"Nature and Life in Southeast Asia","Nat. Life Southeast Asia",""
"Nature and Resources","Nat. Resources",""
"Nature and environment","Nat. environ.",""
"Nature et Progrès","Nat. Prog.",""
"Nature, London","Nature (London)",""
"Nature, Paris","Nature (Paris)",""
"Naturopa","Naturopa",""
"Naturschutz heute","Nat.schutz heute",""
"Naturschutz und Landschaftspflege in Hamburg","Nat.schutz Landsch.pfl. Hambg.",""
"Naturschutz und Landschaftspflege in Niedersachsen","Nat.schutz Landsch.pfl. Niedersachs.",""
"Naturschutz und Landschaftsplanung","Naturschutz Landschaftsplan.",""
"Naturwissenschaften, Die","Naturwissenschaften",""
"Nederlands Bosbouw-Tijdschrift","Ned. Bosb.-Tijdschr.",""
"Nederlands Tijdschrift voor Natuurkunde","Ned. Tijdschr. Natuurkd.",""
"Neftekhimiya","Neftekhimiya",""
"Nematologia mediterranea","Nematol. mediterr.",""
"Neue Landschaft","Neue Landsch.",""
"Neue Zürcher Zeitung","Neue Zür. Ztg.",""
"Neues Jahrbuch für Mineralogie, Abhandlungen","Neues Jahrb. Mineral., Abh.",""
"Neues Jahrbuch für Mineralogie, Monatshefte","Neues Jahrb. Mineral., Monatsh.",""
"Neujahrsblatt der Lesegesellschaft Wädenswil","Neujahrsbl. Leseges. Wädenswil",""
"Neujahrsblatt der Naturforschenden Gesellschaft Schaffhausen","Neujahrsbl. Nat.forsch. Ges. Schaffhausen",""
"Neujahrsblatt der Naturforschenden Gesellschaft in Zürich","Neujahrsbl. Nat.forsch. Ges. Zür.",""
"Neujahrsbote für das Glarner Hinterland","Neujahrsbote Glarner Hinterland",""
"Neurobiology of Stress","Neurobiol. Stress",""
"Neuropeptides (Amsterdam, Netherlands)","Neuropeptides (Amsterdam, Neth.)",""
"Neuroscience (Oxford, United Kingdom)","Neuroscience (Oxford, U. K.)",""
"Neuroscience (San Diego, CA, United States)","Neuroscience (San Diego, CA, U. S.)",""
"New Horizons in Translational Medicine","New Horiz. Transl. Med.",""
"New Microbes New Infections","New Microbes New Infect.",""
"New Negatives in Plant Science","New Negat. Plant Sci.",""
"News of Forest History","News For. Hist.",""
"Niedersächsische Akademie der Geowissenschaften Veröffentlichungen","Niedersächs. Akad. Geowiss. Veröff.",""
"Nippon Kikai Gakkai Ronbunshu, A-hen","Nippon Kikai Gakkai Ronbunshu, A-hen",""
"Nippon Kikai Gakkai Ronbunshu, B-hen","Nippon Kikai Gakkai Ronbunshu, B-hen",""
"Nippon Oyo Jiki Gakkaishi","Nippon Oyo Jiki Gakkaishi",""
"Nippon Seramikkusu Kyokai Gakujutsu Ronbunshi","Nippon Seramikkusu Kyokai Gakujutsu Ronbunshi",""
"Nippon Shokuhin Kogyo Gakkaishi","Nippon Shokuhin Kogyo Gakkaishi",""
"Nippon Yakurigaku Zasshi","Nippon Yakurigaku Zasshi",""
"Nonlinear Analysis: Modeling and Control","Nonlinear Anal. Model. Control",""
"Nonlinear Processes in Geophysics Discussions","Nonlinear Processes Geophys. Discuss.",""
"Nos Oiseaux","Nos Oiseaux",""
"Nota Lepidopterologica","Nota Lepidopterol.",""
"Note technique Groupement technique forestier","Note tech. Group. tech. for.",""
"Notes techniques du Centre d’écologie forestière et rurale","Notes tech. Cent. écol. for. rural",""
"Notice pour le praticien","Not. prat.",""
"Notizie per la pratica","Not. prat.",""
"Notulae Odonatologicae","Not. Odonatologicae",""
"Nouvelle Revue d'Optique Appliqu?e","Nouv. Rev. Opt. Appl.",""
"Nouvelles der Landeshydrologie und -geologie","Nouv. Landeshydrol. -geol.",""
"Nuclear Physics B, Proceedings Supplements","Nucl. Phys. B, Proc. Suppl.",""
"Nucleic Acids Research Supplement","Nucleic Acids Res. Suppl.",""
"Nuovo giornale botanico italiano","Nuovo g. bot. ital.",""
"Nutzholzverbrauch in der Schweiz","Nutzholzverbrauch Schweiz",""
"O'zbekiston Kimyo Jurnali","O'zb. Kim. J.",""
"Oekologia Plantarum","Oekol. Plant.",""
"Oekologie der Vögel","Oekol. Vögel",""
"Ogneupory","Ogneupory",""
"Oil, Gas (Hamburg, Germany)","Oil, Gas (Hamburg, Ger.)",""
"Online, ADL-Nachrichten","Online, ADL-Nachr.",""
"Open Atmospheric Science Journal","Open Atmos. Sci. J.",""
"Open Magnetic Resonance Journal","Open Magn. Reson. J.",""
"Open Organic Chemistry Reviews","Open Inorg. Chem. Rev.",""
"Open Spectroscopy Journal","Open Spectrosc. J.",""
"Opera Botanica","Opera Bot.",""
"Optical Nanoscopy","Opt. Nanosc.",""
"Optiko-Mekhanicheskaya Promyshlennost","Opt.-Mekh. Prom-st.",""
"Organic Reaction Mechanisms","Org. React. Mech.",""
"Organisator, Der","Organisator",""
"Ornithologische Abhandlungen","Ornithol. Abh.",""
"Ornithologische Jahreshefte für Baden-Württemberg","Ornithol. Jahresh. Baden-Württ.",""
"Oyo Butsuri","Oyo Butsuri",""
"Oyo Yakuri","Oyo Yakuri",""
"PBMD-Bulletin","PBMD-Bull.",""
"PGA Proceedings of the Geologists' Association","PGA Proc. Geol. Assoc.",""
"PLOS Currents: Disasters","PLOS Curr.: Disasters",""
"PLOS Currents: Evidence on Genomic Tests","PLOS Curr.: Evidence Genomic Tests",""
"PLOS Currents: Huntington Disease","PLOS Curr.: Huntington Dis.",""
"PLOS Currents: Muscular Dystrophy","PLOS Curr.: Muscular Dystrophy",""
"PLOS Currents: Outbreaks","PLOS Curr.: Outbreaks",""
"PLOS Currents: Tree of Life","PLOS Curr.: Tree Life",""
"Pacific Science Review","Pac. Sci. Rev.",""
"PalArch's Journal of Vertebrate Palaeontology","PalArch's J. Vertebr. Palaeontol.",""
"Paleoclimate Research","Paleoclim. Res.",""
"Paleontological Bulletin","Paleontol. Bull.",""
"Paläoklimaforschung","Paläoklimaforschung",""
"Paper - Geological Survey of Canada","Pap. - Geol. Surv. Can.",""
"Papers of the Laboratory of Tree Ring Research","Pap. Lab. Tree Ring Res.",""
"Papers of the Michigan Academy of Science, Arts and Letters","Pap. Mich. Acad. Sci. Arts Lett.",""
"Pattern Recognition in Physics","Pattern Recognit. Phys.",""
"PeerJ","PeerJ",""
"PeerJ Computer Science","PeerJ Comput. Sci.",""
"Peptides (Amsterdam, Netherlands)","Peptides (Amsterdam, Neth.)",""
"Periodica Polytechnica, Chemical Engineering","Periodica Polytech., Chem. Eng.",""
"Perspectives in Plant Ecology, Evolution and Systematics","Perspect. Plant Ecol. Evol. Syst.",""
"Perspectives in Science","Perspect. Sci.",""
"Pertanika Journal of Tropical Agricultural Science","Pertanika J. Trop. Agric. Sci.",""
"Pesquisa Agropecuária Brasileira","Pesqui. Agropecu. Bras.",""
"Pesticides","Pesticides",""
"Pflanzenschutz-Nachrichten Bayer","Pflanzenschutz-Nachr. Bayer",""
"Pharmaceutical Methods","Pharm. Methods",""
"Pharmacogenomics and Personalized Medicine","Pharmacogenomics Pers. Med.",""
"Pharmacology & Therapeutics, Part A: Chemotherapy, Toxicology and Metabolic Inhibitors","Pharmacol. Ther., Part A",""
"Pharmacology & Therapeutics, Part B: General & Systematic Pharmacology","Pharmacol. Ther., Part B",""
"Pharmacology & Therapeutics, Part C: Clinical Pharmacology and Therapeutics","Pharmacol. Ther., Part C",""
"Pharmacology & Toxicology (Copenhagen)","Pharmacol. Toxicol. (Copenhagen)",""
"Pharmacology Biochemistry and Behavior.","Pharmacol. Biochem. Behav",""
"Pharmacology Research & Perspectives","Pharmacol. Res. Perspect.",""
"Philosophical Magazine A: Physics of Condensed Matter: Defects and Mechanical Properties","Philos. Mag. A",""
"Philosophical Magazine B: Physics of Condensed Matter: Statistical Mechanics, Electronic, Optical and Magnetic Properties","Philos. Mag. B",""
"Philosophical Magazine B: Physics of Condensed Matter: Structural, Electronic, Optical and Magnetic Properties","Philos. Mag. B",""
"Photogrammetric Record, The","Photogramm. Rec.",""
"Physica A: Statistical Mechanics and Its Applications (Amsterdam, Netherlands)","Physica A (Amsterdam, Neth.)",""
"Physica D: Nonlinear Phenomena (Amsterdam, Netherlands)","Physica D (Amsterdam, Neth.)",""
"Physica E: Low-dimensional Systems and Nanostructures (Amsterdam, Netherlands)","Physica E (Amsterdam, Neth.)",""
"Physica Status Solidi C: Conferences and Critical Reviews","Phys. Status Solidi C",""
"Physics and Chemistry of Glasses: European Journal of Glass Science and Technology, Part B","Phys. Chem. Glasses: Eur. J. Glass Sci. Technol., Part B",""
"Physics of Fluids A: Fluid Dynamics","Phys. Fluids A",""
"Physics of Fluids B: Plasma Physics","Phys. Fluids B",""
"Physics of the Dark Universe","Phys. Dark Universe",""
"Physikalische Blätter","Phys. Bl.",""
"Physische Geographie","Phys. Geogr.",""
"Phytopathologische Zeitschrift","Phytopathol. Z.",""
"Pis'ma v Astronomicheskii Zhurnal","Pis'ma Astron. Zh.",""
"Pis'ma v Zhurnal Eksperimental'noi i Teoreticheskoi Fiziki","Pis'ma Zh. Eksp. Teor. Fiz.",""
"Pis'ma v Zhurnal Tekhnicheskoi Fiziki","Pis'ma Zh. Tekh. Fiz.",""
"Pishchevaya Promyshlennost (Moscow)","Pishch. Prom-st. (Moscow)",""
"Plan","Plan",""
"Plankton and Benthos Research","Plankton Benthos Res.",""
"Plant Physiology and Biochemistry (Amsterdam, Netherlands)","Plant Physiol. Biochem. (Amsterdam, Neth.)",""
"Plant Physiology and Biochemistry (Issy les Moulineaux, France)","Plant Physiol. Biochem. (Issy les Moulineaux, Fr.)",""
"Plant Science (Amsterdam, Netherlands)","Plant Sci. (Amsterdam, Neth.)",""
"Plant Science (Limerick, Ireland)","Plant Sci. (Limerick, Irel.)",""
"Plant Signaling & Behavior","Plant Signaling Behav.",""
"Plant, Cell and Environment","Plant, Cell Environ.",""
"Plasma Physics and Controlled Nuclear Fusion Research","Plasma Phys. Controlled Nucl. Fusion Res.",""
"Pochvovedenie","Pochvovedenie",""
"Poggendorff's Annalen der Physik","Poggendorff's Ann. Phys.",""
"Polar Geography","Polar Geogr.",""
"Polimery (Warsaw)","Polimery (Warsaw)",""
"Polish Journal of Natural Science","Pol. J. Nat. Sci.",""
"Politische Ökologie","Polit. Ökol.",""
"Pollen et Spores","Pollen Spores",""
"Polymer Bulletin (Berlin)","Polym. Bull. (Berlin)",""
"Polymers from Renewable Resources","Polym. Renewable Resour.",""
"Poroshkovaya Metallurgiya (Kiev)","Poroshk. Metall. (Kiev)",""
"Poverkhnost","Poverkhnost",""
"Prace Naukowe Instytutu Technologii Nieorganicznej i Nawozow Mineralnych Politechniki Wroclawskiej","Pr. Nauk Inst. Technol. Nieorg. Nawozow Miner. Politech. Wroclaw.",""
"Practical Proteomics","Pract. Proteomics",""
"Preprints of Extended Abstracts presented at the ACS National Meeting, American Chemical Society, Division of Environmental Chemistry","Prepr. Ext. Abstr. ACS Natl. Meet., Am. Chem. Soc., Div. Environ. Chem.",""
"Preprints of Papers - American Chemical Society, Division of Fuel Chemistry","Prepr. Pap. - Am. Chem. Soc., Div. Fuel Chem.",""
"Preprints of Symposia - American Chemical Society, Division of Fuel Chemistry","Prepr. Symp. - Am. Chem. Soc., Div. Fuel Chem.",""
"Prikladnaya Biokhimiya i Mikrobiologiya","Prikl. Biokhim. Mikrobiol.",""
"Priroda (Moscow)","Priroda (Moscow)",""
"Problemy Prochnosti","Probl. Prochn.",""
"Procedia Earth and Planetary Science","Procedia Earth Planet. Sci.",""
"Procedia Environmental Sciences","Procedia Environ. Sci.",""
"Procedia Food Science","Procedia Food Sci.",""
"Procedia Technology","Procedia Technol.",""
"Proceedings - Electrochemical Society","Proc. - Electrochem. Soc.",""
"Proceedings - Electronic Components & Technology Conference","Proc. - Electron. Compon. Conf.",""
"Proceedings - Indian Academy of Sciences, Chemical Sciences","Proc. - Indian Acad. Sci., Chem. Sci.",""
"Proceedings of SPIE - The International Society for Optical Engineering","Proc. SPIE-Int. Soc. Opt. Eng.",""
"Proceedings of the AESF Annual Technical Conference","Proc. - AESF Annu. Tech. Conf.",""
"Proceedings of the British Institution of Radio Engineers","Proc. Br. Inst. Radio Eng.",""
"Proceedings of the Estonian Academy of Sciences, Chemistry","Proc. Est. Acad. Sci., Chem.",""
"Proceedings of the Institution of Electrical Engineers","Proc. Inst. Electr. Eng.",""
"Proceedings of the Institution of Electronic and Radio Engineers","Proc. Inst. Electron. Radio Eng.",""
"Proceedings of the Institution of Mechanical Engineers, IMechE Conference","Proc. Inst. Mech. Eng., IMechE Conf.",""
"Proceedings of the International Association of Hydrological Sciences","Proc. Int. Assoc. Hydrol. Sci.",""
"Proceedings of the International Conference on Lasers","Proc. Int. Conf. Lasers",""
"Proceedings of the International Congress of Ecology","Proc. Int. Congr. Ecol.",""
"Proceedings of the International Power Sources Symposium","Proc. Int. Power Sources Symp.",""
"Proceedings of the International Pyrotechnics Seminar","Proc. Int. Pyrotech. Semin.",""
"Proceedings of the International Symposium on Boreal Forest","Proc. Int. Symp. Boreal For.",""
"Proceedings of the Intersociety Energy Conversion Engineering Conference","Proc. Intersoc. Energy Convers. Eng. Conf.",""
"Proceedings of the National Academy of Sciences of the United States of America, Early Edition","Proc. Natl. Acad. Sci. U.S.A., Early Ed.",""
"Proceedings of the National Academy of Sciences, India, Section A: Physical Sciences","Proc. Natl. Acad. Sci., India, Sect. A",""
"Proceedings of the Royal Society of London. Series A","Proc. R. Soc. London, Ser. A.",""
"Proceedings of the Royal Society of London. Series A - Mathematical and Physical Sciences","Proc. R. Soc. London A - Math Phys. Sci.",""
"Proceedings of the Royal Society of London. Series A, Containing Papers of a Mathematical and Physical Character","Proc. R. Soc. London A.",""
"Proceedings of the Royal Society of London. Series B","Proc. R. Soc. London B",""
"Proceedings of the SPI Annual Technical/Marketing Conference","Proc. SPI Annu. Tech./Mark. Conf.",""
"Proceedings of the Soil Science Society of America","Proc. Soil Sci. Soc. Am.",""
"Proceedings of the Workshop on Vitamin D","Proc. Workshop Vitam. D",""
"Process Biochemistry (Amsterdam, Netherlands)","Process Biochem. (Amsterdam, Neth.)",""
"Progress in Biomaterials","Prog. Biomater.",""
"Progress in Earth and Planetary Science","Prog. Earth Planet. Sci.",""
"Progress in Industrial Ecology","Prog. Ind. Ecol.",""
"Progress in Rubber, Plastics and Recycling Technology","Prog. Rubber Plast. Recycl. Technol.",""
"Progressus Rei Botanicae","Progress. Rei Bot.",""
"Protection de la nature","Prot. nat.",""
"Proteins: Structure, Function, and Genetics","Proteins: Struct., Funct., Genet.",""
"Proteomics - Clinical Applications","Proteomics Clin. Appl.",""
"Psychopharmacology (Berlin, Germany)","Psychopharmacology (Berlin, Ger.)",""
"Pubblicazioni del Centro di sperimentazione agricola e forestale","Pubbl. Cent. sper. agric. for.",""
"Pyrethrum Post","Pyrethrum Post",""
"Quaderni dell'Ingegnere Chimico Italiano","Quad. Ing. Chim. Ital.",""
"Quarterly Bulletin of the International Association of Agricultural Information Specialists","Q. Bull. Int. Assoc. Agric. Inf. Spec.",""
"Quarterly Journal of International Agriculture","Q. J. Int. Agric.",""
"Quarternary International","Quart. Int.",""
"REFA-Nachrichten","REFA-Nachr.",""
"Radiatsionnaya Bezopasnost i Zashchita AES","Radiats. Bezop. Zashch. AES",""
"Radiobiologiya","Radiobiologiya",""
"Radiochemistry (Moscow, Russian Federation)(Translation of Radiokhimiya)","Radiochemistry (Moscow, Russ. Fed.)",""
"Radiochemistry (New York, NY, United States)","Radiochemistry (N. Y., NY, U. S.)",""
"Radiokhimiya","Radiokhimiya",""
"Radiology of Infectious Diseases","Radiol. Infect. Dis.",""
"Radiotekhnika i Elektronika (Moscow)","Radiotekh. Elektron. (Moscow)",""
"Rasplavy","Rasplavy",""
"Raumplanung, Informationshefte","Raumplan., Inf.h.",""
"Recent Patents on Biotechnology","Recent Pat. Biotechnol.",""
"Recent Patents on DNA & Gene Sequences","Recent Pat. DNA Gene Sequences",""
"Recherche, La","Recherche",""
"Recueil des Travaux Chimiques des Pays-Bas Journal of the Royal Netherlands Chemical Society","Recl. Trav. Chim. Pays-Bas",""
"Regenerative Biomaterials","Regener. Biomater.",""
"Regenerative Engineering and Translational Medicine","Regener. Eng. Transl. Med.",""
"Regio Basiliensis","Reg. Basil.",""
"Reliability Engineering","Reliab. Eng.",""
"Remote Sensing Series","Remote Sens. Ser.",""
"Renewable Resources Journal","Renewable Resour. J.",""
"Research Bulletins of the College Experiment Forests, Hokkaido University","Res. Bull. Coll. Exp. For., Hokkaido Univ.",""
"Research Communications in Biochemistry and Cell & Molecular Biology","Res. Commun. Biochem. Cell Mol. Biol.",""
"Research Communications in Pharmacology and Toxicology","Res. Commun. Pharmacol. Toxicol.",""
"Research Disclosure","Res. Discl.",""
"Research Integrity and Peer Review","Res. Integrity Peer Rev.",""
"Research Paper USDA Forest Service","Res. Pap. USDA For. Serv.",""
"Research in Life Sciences","Res. Life Sci.",""
"Resource Engineering and Technology for Sustainable World","Resour. Eng. Technol. Sustainable World",""
"Results in Physics","Results Phys.",""
"Review of Plant Pathology","Rev. Plant Pathol.",""
"Reviews in Physics","Rev. Phys.",""
"Revista Brasileira de Ciência do Solo","Rev. Bras. Cienc. Solo",""
"Revista Brasileira de Geofisica","Rev. Bras. Geofis.",""
"Revista Geofisica","Rev. Geofis.",""
"Revista Portuguesa de Quimica","Rev. Port. Quim.",""
"Revue bryologique et lichénologique","Rev. bryol. lichénol.",""
"Revue de Micropaleontologie","Rev. Micropaleontol.",""
"Revue de Paleobiologie","Rev. Paleobiol.",""
"Revue de recherches du Service canadien des forêts","Rev. rech. Serv. can. for.",""
"Revue des eaux et forêts","Rev. eaux for.",""
"Revue du bois et de ses applications","Rev. bois appl.",""
"Revue d’Archéometrie","Rev. Archéom.",""
"Revue forestière française","Rev. for. fr.",""
"Revue générale de Botanique","Rev. gen. Bot.",""
"Revue mensuelle des Musées et Collections de la ville Genève","Rev. mens. Mus. Collect. ville Genève",""
"Revue suisse d'Hydrologie","Rev. suisse Hydrol.",""
"Revue suisse de viticulture arboriculture horticulture","Rev. suisse vitic. arboric. hortic.",""
"Rinsho Yakuri","Rinsho Yakuri",""
"RoFo Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin","RoFo Fortschr. Geb. Rontgenstr. Nuklearmed.",""
"Rocks and Minerals","Rocks Miner.",""
"Rocky Mountain Forest and Range Experiment Station, Forest Series","Rocky Mt. For. Range  Exp. Stn., For. Ser.",""
