"WORDS";"ABBREVIATIONS";"LANGUAGES"
"psychotherap-";"psychother.";"mul"
"psychotrop-";"psychotr.";"mul"
"psykiater";"n.a.";"nor"
"psykiatri-";"psykiatr.";"swe"
"psykisk";"psyk.";"swe"
"psykoanaly-";"psykoanal.";"fin"
"psykobiofysik";"psykobiofys.";"swe"
"psykodrama";"n.a.";"nor"
"psykologi-";"psykol.";"fin"
"psykososial";"psykosos.";"nor"
"pszczel-";"pszczel.";"pol"
"pszenica";"pszen.";"pol"
"pszichiátria";"pszichiátr.";"hun"
"pszichoanal-";"pszichoanal.";"hun"
"pszichofiziológ-";"pszichofiziol.";"hun"
"pszicholingvisztika";"pszicholingviszt.";"hun"
"pszichológ-";"pszichol.";"hun"
"pszichoterápia";"pszichoter.";"hun"
"ptēnotrof-";"ptēnotrof.";"gre"
"pteridolog-";"pteridol.";"eng"
"pteridophyt";"n.a.";"lat"
"ptēsis";"n.a.";"gre"
"pʺtevoditel";"pʺtevod.";"bul"
"pticepererab-";"pticepererab.";"rus"
"pticepromyšlenn-";"pticeprom.";"rus"
"pticevʺdstvo";"pticevʺd.";"bul"
"pticevodstv-";"pticevod.";"rus"
"pticy";"n.a.";"rus"
"Ptolemaïda";"Ptolem.";"gre"
"ptuhiakes";"ptuh.";"gre"
"ptuhiouh-";"ptuhiouh.";"gre"
"ptujsk-";"ptuj.";"srp"
"pùbblicazión-";"pùbbl.";"ita"
"pubblici";"n.a.";"ita"
"pùbblico";"n.a.";"ita"
"public";"n.a.";"eng"
"pública";"n.a.";"spa"
"publicación";"publ.";"spa"
"publicado";"publ.";"spa"
"publicat-";"publ.";"fre, eng"
"publicerande";"publ.";"swe"
"publicēt-";"publ.";"lav"
"publicidad";"public.";"spa"
"publiciranj-";"publ.";"hrv"
"publicitar-";"public.";"spa, rum"
"publicitate";"public.";"rum"
"publicité";"public.";"fre"
"publicity";"public.";"eng"
"publick";"n.a.";"swe"
"publicly";"n.a.";"eng"
"publičn-";"publ.";"rus"
"público";"n.a.";"spa"
"publics";"n.a.";"fre, eng"
"publicyst-";"public.";"pol"
"publicz-";"n.a.";"pol"
"publié";"publ.";"fre"
"publiek";"n.a.";"dut"
"publiek-";"publiek.";"dut"
"publik";"n.a.";"rus, ger"
"publikac-";"publ.";"cze, rus, pol"
"publikáció";"publ.";"hun"
"publikasi-";"publ.";"afr"
"publikasjon-";"publ.";"nor"
"publikati-";"publ.";"ger"
"publikoa";"n.a.";"baq"
"Publikum";"n.a.";"ger"
"Publikumswerbung";"Publikumswerb.";"ger"
"Publikumszeitschrift";"Publikumsz.";"ger"
"publique";"n.a.";"fre"
"publish-";"publ.";"eng"
"Publizistik";"Publiz.";"ger"
"Pucarevo";"Pucar.";"srp"
"Puchheim";"Puchh.";"ger"
"pučkoškol-";"pučkošk.";"hrv"
"Pudel";"n.a.";"ger"
"půdn-";"půd.";"cze"
"půdoznal-";"půdozn.";"cze"
"pueblo";"n.a.";"spa"
"puente";"n.a.";"spa"
"puericoltur-";"pueric.";"ita"
"puericultor";"pueric.";"spa"
"puericultur-";"pueric.";"fre, eng"
"puerta";"n.a.";"spa"
"puerto";"n.a.";"spa"
"Puerto Rico";"P. R.";"spa"
"puertorriqueño";"puertorriq.";"spa"
"puest-";"n.a.";"spa"
"pugilato";"n.a.";"ita"
"pugliése";"pugl.";"ita"
"puheentutkimuks-";"puheentutk.";"fin"
"puhelin";"puh.";"fin"
"puhelu";"puh.";"fin"
"puheterapia";"puheter.";"fin"
"puissan-";"n.a.";"fre"
"pukinmäki";"n.a.";"fin"
"pūkuotukas";"pūkuot.";"lit"
"pulchritudo";"pulchr.";"lat"
"Pulheim";"Pulh.";"ger"
"pulitura";"pulit.";"ita"
"pulizia";"n.a.";"ita"
"Pullacher";"Pullach.";"ger"
"pulmologija";"pulmol.";"hrv"
"pulmonaal";"pulm.";"dut"
"pulmonair-";"pulm.";"fre"
"pulmonar-";"pulm.";"fre, eng"
"pulmonology";"pulmonol.";"eng"
"pulpit";"n.a.";"eng"
"pulpwood";"n.a.";"eng"
"pulse";"n.a.";"eng"
"pulsk-";"pul.";"hrv"
"pulso";"n.a.";"spa"
"pulss";"n.a.";"lav"
"Pułtusk-";"Pułt.";"pol"
"pulvérisation";"pulvéris.";"fre"
"Pulvermetallurg-";"Pulvermetall.";"ger"
"Pumpe";"n.a.";"ger"
"pumping";"pump.";"eng"
"punainen";"n.a.";"fin"
"punch";"n.a.";"eng"
"punctuality";"punctual.";"eng"
"pungol-";"pung.";"ita"
"punic-";"n.a.";"ita"
"punim";"pun.";"alb"
"punisher";"n.a.";"eng"
"punishment";"punishm.";"eng"
"Punjab-";"n.a.";"eng"
"punkt-";"n.a.";"rus"
"punktskatt";"n.a.";"swe"
"punoljet-";"punoljet.";"hrv"
"punta";"n.a.";"spa"
"punter";"n.a.";"eng"
"puntilla";"n.a.";"spa"
"punting";"n.a.";"eng"
"punto";"n.a.";"spa"
"Puntoycoma";"n.a.";"spa"
"puolust-";"puol.";"fin"
"pupil";"n.a.";"eng"
"Pupille";"n.a.";"ger"
"Puppe";"n.a.";"ger"
"Puppenkunst";"n.a.";"ger"
"Puppenmagazin";"Puppenmag.";"ger"
"Puppenspiel-";"Puppenspiel.";"ger"
"Puppenspielsamml-";"Puppenspielsamml.";"ger"
"Puppentheater";"n.a.";"ger"
"Puppentheatersamml-";"Puppentheatersamml.";"ger"
"puppeteer";"puppet.";"eng"
"purchas-";"purch.";"eng"
"Purdue";"n.a.";"eng"
"purēnik-";"purēn.";"gre"
"Pürgen";"n.a.";"ger"
"purification";"purif.";"fre, eng"
"purísm-";"purís.";"spa"
"purissimus";"puriss.";"lat"
"puritan";"n.a.";"eng"
"puritein-";"purit.";"dut"
"purity";"n.a.";"eng"
"purjehdus";"purj.";"fin"
"purjehtija";"purj.";"fin"
"Purkynian";"Purkyn.";"lat"
"Purmerend";"Purmer.";"dut"
"purosbestik-";"purosbest.";"gre"
"purple";"n.a.";"eng"
"purpose-";"purp.";"eng"
"pursos";"n.a.";"gre"
"pursuant";"purs.";"eng"
"pursuit-";"purs.";"fre, eng"
"purview";"purv.";"eng"
"Purwokerto";"Purwok.";"ind"
"pusat";"pus.";"ind"
"pushcart";"pushc.";"eng"
"pushing";"push.";"eng"
"puškinskij";"puškin.";"rus"
"puslitbang";"n.a.";"ind"
"pusnina";"pusn.";"rus"
"pusnoj";"pusn.";"rus"
"Püspökladány";"Püspladány.";"hun"
"pustaka";"n.a.";"ind"
"pustakawan";"pustak.";"ind"
"Püstrich";"n.a.";"ger"
"pustynny";"pust.";"pol"
"putboorderij-";"putboorder.";"dut"
"Puteaux-la-Défense";"Puteaux-la-Déf.";"fre"
"puter-";"puter.";"rum"
"putevi";"put.";"srp"
"putevoditelʹ";"putevod.";"rus"
"putevoj";"put.";"rus"
"putih";"n.a.";"may"
"putkimestar-";"n.a.";"fin"
"putni";"n.a.";"lav"
"putokaz";"putok.";"hrv"
"putov-";"putov.";"hrv"
"Putten";"n.a.";"dut"
"putting";"putt.";"eng"
"putuj-";"put.";"hrv"
"puuenergian";"puuenerg.";"fin"
"puupuhaltimet";"puupuh.";"fin"
"puutarh-";"puut.";"fin"
"puzzelbock";"puzzelb.";"dut"
"puzzelexpres";"n.a.";"dut"
"puzzelfestival";"puzzelfestiv.";"dut"
"puzzelparade";"n.a.";"dut"
"puzzelpocket";"n.a.";"dut"
"puzzelsport";"n.a.";"dut"
"puzzle";"n.a.";"eng"
"puzzletime";"n.a.";"eng"
"pygmée";"n.a.";"fre"
"pyidzemn-";"pyidzemn.";"ukr"
"pyleobrazovan-";"pyleobraz.";"rus"
"pyörä-";"pyör.";"fin"
"pyörim";"n.a.";"fin"
"pyramid";"n.a.";"eng"
"Pyramide";"n.a.";"mul"
"Pyrénées";"Pyrén.";"fre"
"Pyridine";"n.a.";"ger"
"pyrkiville";"n.a.";"fin"
"pyrmont";"n.a.";"ger"
"Pyrmonter";"Pyrmont.";"ger"
"pyrolysis";"n.a.";"eng"
"pyrometr-";"pyrom.";"mul"
"pyrotechni-";"pyrotech.";"eng"
"pytann-";"pyt.";"bel"
"quadern-";"quad.";"ita"
"quadrangle";"quadrang.";"eng"
"quadrangulaire";"quadrang.";"fre"
"quadrant";"quadr.";"eng"
"quadrennial";"quadrenn.";"eng"
"quadriennial";"quadrienn.";"eng"
"quadrilingue";"quadriling.";"fre"
"quadrille";"n.a.";"fre"
"quadro";"n.a.";"por"
"quadrum";"n.a.";"lat"
"quaestione-";"quaest.";"lat"
"quaker";"n.a.";"eng"
"quaking";"n.a.";"eng"
"qualidade";"qual.";"por"
"qualifi-";"qualif.";"fre"
"qualifying";"qualif.";"eng"
"qualit-";"qual.";"ita, fre, eng"
"quantas";"n.a.";"eng"
"Quantenoptik";"Quantenopt.";"ger"
"quantentheoretisch-";"quantentheor.";"ger"
"Quantentheorie";"Quantentheor.";"ger"
"quantificat-";"quantif.";"fre"
"quantique";"n.a.";"fre"
"quantit-";"quant.";"mul"
"quantum";"n.a.";"fre, eng"
"quarantacinque";"n.a.";"ita"
"quarantaine";"quar.";"fre"
"quarantine-";"quar.";"fre, eng"
"quarr-";"quarr.";"eng"
"Quarry";"n.a.";"eng"
"quarrying";"quarr.";"eng"
"Quartal";"Quart.";"ger"
"Quartär";"n.a.";"ger"
"Quartärforschung";"Quartärforsch.";"ger"
"Quartärpaläontolog-";"Quartärpaläontol.";"ger"
"quarter";"quart.";"eng"
"quarterly";"q.";"eng"
"quartermaster";"n.a.";"eng"
"quartet";"n.a.";"eng"
"quartier";"quart.";"fre"
"quartiere";"quart.";"ita"
"quartz";"n.a.";"eng"
"quaserns";"quas.";"pro"
"quasi-market";"quasi-mark.";"eng"
"quasiparticle-";"quasipart.";"eng"
"quaternair-";"quat.";"fre"
"quaternar-";"quat.";"eng"
"quatorzième";"quatorz.";"fre"
"quatre";"n.a.";"fre"
"quatrièm-";"quatr.";"fre"
"quatro";"n.a.";"ita"
"quatuor";"n.a.";"mul"
"Québec";"Qué.";"fre"
"québécois";"qué.";"fre"
"Quedlinburg";"Quedlinbg.";"ger"
"Queen-Charlotte-Islands";"Queen-Charlotte-Isl.";"eng"
"Queensburgh";"Queensbg.";"afr"
"Queensland";"Qld.";"eng"
"queensway";"n.a.";"eng"
"Quelle";"n.a.";"ger"
"Quellenkatalog";"Quellenkat.";"ger"
"Quellenkunde";"Quellenkd.";"ger"
"Quellensammlung";"Quellensamml.";"ger"
"Quellenschrift";"Quellenschr.";"ger"
"Quellenstudien";"Quellenstud.";"ger"
"Quellentext";"n.a.";"ger"
"Quellenwerke";"Quellenw.";"ger"
"quelqu-";"n.a.";"fre"
"quemad-";"quemad.";"spa"
"Quercy";"n.a.";"fre"
"quercynois";"quercy.";"fre"
"querell-";"n.a.";"fre"
"Querétaro";"n.a.";"spa"
"querido";"n.a.";"spa"
"Querschnitt";"Querschn.";"ger"
"query";"n.a.";"eng"
"queso";"n.a.";"spa"
"questão";"quest.";"por"
"question-";"quest.";"fre, eng"
"quête";"n.a.";"fre"
"quick";"n.a.";"eng"
"Quickborn";"n.a.";"ger"
"quickface";"n.a.";"eng"
"quiddity";"n.a.";"eng"
"quiebra";"n.a.";"spa"
"quilt-";"quilt.";"eng"
"quiltwork";"quiltw.";"eng"
"quími-";"quím.";"cat"
"químic-";"quím.";"spa"
"quimioterap-";"quimioter.";"spa"
"quincaillerie";"quincaill.";"fre"
"quincen-";"quinc.";"spa"
"quindicinale";"quind.";"ita"
"quinolone";"n.a.";"eng"
"quinqueeccles-";"quinqueeccles.";"lat"
"quinquennal";"quinquenn.";"fre"
"quinquennial";"quinquenn.";"eng"
"quinta";"n.a.";"por"
"quintaesencia";"Quintaes.";"ita"
"quintèrno";"quint.";"ita"
"quintessence";"n.a.";"fre, eng"
"quintessência";"n.a.";"por"
"quintessential";"n.a.";"eng"
"Quintessenz";"n.a.";"ger"
"quinzaine";"quinz.";"fre"
"quinzième";"n.a.";"fre"
"quirurg-";"quir.";"spa"
"Quissamá";"n.a.";"por"
"quística";"n.a.";"por"
"quohier-";"quoh.";"dut"
"quorum";"quor.";"lat"
"quotation";"quota.";"eng"
"quotidiano";"quotid.";"ita"
"quotidien";"quotid.";"fre"
"qytetar";"qytet.";"alb"
"raadmeter";"raadm.";"dut"
"raadsadviez-";"n.a.";"dut"
"raadslid";"n.a.";"dut"
"Raalte";"n.a.";"dut"
"raamattu";"raam.";"fin"
"raamatukogu";"raamatuk.";"est"
"Raamsdonksveer";"n.a.";"dut"
"rabais";"n.a.";"fre"
"Rabatt";"n.a.";"ger"
"rabbiképz-";"rabbik.";"hun"
"rabbin-";"rabbin.";"fre"
"rabbit-";"rabbit.";"eng"
"rabelais-";"rabelais.";"fre"
"Rabenteuer";"n.a.";"ger"
"raboč-";"rab.";"rus"
"Raboma";"n.a.";"rus"
"rabot-";"rab.";"rus"
"rabotosposobn-";"rabotosposobn.";"rus"
"račansk-";"račan.";"srp"
"raccòlta";"racc.";"ita"
"raccont-";"raccon.";"ita"
"raccord-";"raccord.";"fre"
"raccourci";"n.a.";"fre"
"racecar";"n.a.";"eng"
"racehorse";"raceh.";"eng"
"Rachenkrankheit";"Rachenkrankh.";"ger"
"rachun-";"rachun.";"pol"
"racial";"n.a.";"fre, eng"
"racine";"n.a.";"fre"
"racing";"n.a.";"eng"
"racinien";"racin.";"fre"
"racional-";"racion.";"spa"
"racism";"n.a.";"eng"
"racisme";"n.a.";"fre"
"racismo";"n.a.";"mul"
"raciste";"n.a.";"fre"
"racjonaln-";"racjon.";"pol"
"racket";"n.a.";"eng"
"racking";"rack.";"eng"
"racolage";"racol.";"fre"
"racont-";"n.a.";"fre"
"racquet";"n.a.";"fre"
"racquetball";"racquetb.";"eng"
"računal-";"račun.";"slv"
"računalništvo";"račun.";"slv"
"računar-";"račun.";"srp"
"računov-";"računov.";"srp, hrv"
"radambrasil";"radambras.";"por"
"radar";"n.a.";"eng"
"Radcliffe";"Radcl.";"eng"
"raddle";"n.a.";"eng"
"räddning";"rädd.";"swe"
"Radeberg";"Radeb.";"ger"
"Radebeul";"n.a.";"ger"
"Radevormwald";"n.a.";"ger"
"radfahren";"radfahr.";"ger"
"rådgiv-";"n.a.";"swe"
"radiac-";"radiac.";"rus"
"radiação";"radiaç.";"por"
"radiacionnyj";"radiac.";"rus"
"radiactiv-";"radiact.";"spa"
"radiance";"n.a.";"eng"
"radiasi";"n.a.";"ind"
"Radiästhesie";"Radiästh.";"ger"
"radiating";"radiat.";"eng"
"radiation";"radiat.";"fre, eng"
"radiative";"radiat.";"fre, eng"
"radiator";"n.a.";"eng"
"radiazióne";"radiaz.";"ita"
"radical";"radic.";"fre, eng"
"radicale";"radic.";"ita"
"radicci";"n.a.";"por"
"radički";"radič.";"mac"
"radiesthés-";"radiesth.";"fre"
"radievyj";"radi.";"rus"
"rådighed";"rådigh.";"dan"
"radikal";"radik.";"dan"
"radinost";"radin.";"hrv"
"rádió";"n.a.";"hun, mul"
"radioactiev-";"radioact.";"dut"
"radioactif-";"radioact.";"fre"
"radioactiv-";"radioact.";"fre, eng"
"radioaktif";"radioakt.";"ind"
"radioaktiv-";"radioakt.";"ger, rus"
"radioaktyv-";"radioakt.";"lit"
"Radioaktyw-";"Radioakt.";"pol"
"radioamat-";"rádióamat.";"mul, hun"
"radioanaly-";"radioanal.";"mul"
"radioassay";"n.a.";"eng"
"radioastronom-";"radioastron.";"mul"
"radioasurm-";"radioasur.";"gre"
"radioativ-";"radioat.";"por"
"radioattiv-";"radioatt.";"ita"
"radiobiolog-";"radiobiol.";"mul"
"radiocarbon";"radiocarb.";"eng"
"radiocarbono";"n.a.";"spa"
"radiočastota";"radiočast.";"rus"
"radiochem-";"radiochem.";"ger, eng"
"radiochim-";"radiochim.";"rum, ita"
"radiocommunic-";"radiocommun.";"mul"
"radiocomunic-";"radiocomun.";"rum"
"radiocontrol";"n.a.";"mul"
"radiodiagnostic";"radiodiagn.";"fre, eng"
"radiodiffus-";"radiodiffus.";"fre"
"radiodifusõ";"radiodifus.";"por"
"radioecolog-";"radioecol.";"fre, eng"
"radioèkolog-";"radioèkol.";"rus"
"radioélectri-";"radioélectr.";"fre"
"radioelectric-";"radioelectr.";"fre, eng"
"radioelectroni-";"radioelectron.";"eng"
"Radioelektroni-";"Radioelektron.";"rus, ger"
"radioelement-";"radioelem.";"mul"
"radiofiz-";"radiofiz.";"rus"
"radiofrequenc-";"radiofreq.";"fre, eng"
"radiofyr";"n.a.";"nor"
"radiogenn-";"radiog.";"rus"
"radiogenootschap";"radiogenoot.";"dut"
"radiogeolog-";"radiogeol.";"mul"
"radiograf-";"radiogr.";"rus"
"radiograph-";"radiogr.";"mul"
"radiohim-";"radiohim.";"rus"
"Radiohydrometrie";"Radiohydrom.";"ger"
"radioimmunolog-";"radioimmunol.";"pol"
"radioimmunotherap-";"radioimmunother.";"eng"
"radioimunolosk-";"radioimunol.";"hrv"
"radioindustri-";"radioind.";"mul"
"radioisotop-";"radioisot.";"mul"
"radioizlučen-";"radioizluč.";"rus"
"radioizmeritelʹnaâ";"radioizmer.";"rus"
"radioizotop-";"radioizot.";"rus"
"radiolaborat-";"radiolab.";"mul"
"radiolâr-";"radiol.";"rus"
"radiolog-";"radiol.";"mul, hun"
"radiolokaciâ";"radiolok.";"rus"
"radiolokacja";"radiolok.";"pol"
"radiometer";"radiom.";"ger, eng"
"radiometr-";"radiom.";"mul"
"radiomodel-";"radiomodel.";"fre"
"radionavigac-";"radionavig.";"rus"
"radionavigation";"radionavig.";"fre, eng"
"radionic";"n.a.";"eng"
"radionucléide";"n.a.";"fre"
"radionuclide";"radionucl.";"eng"
"Radionuklide";"Radionukl.";"ger"
"radiookolog-";"radiookol.";"ger"
"radiooptik-";"radioopt.";"rus"
"radiopharmac-";"radiopharm.";"fre, eng"
"radiopharmacolog-";"radiopharmacol.";"eng"
"radiophilie";"radiophil.";"fre"
"radiophonique";"radioph.";"fre"
"radiophysic-";"radiophys.";"fre, eng"
"radiophysiolog-";"radiophysiol.";"mul"
"radiopjäs";"n.a.";"swe"
"radioprotect-";"radioprot.";"fre, eng"
"radioprotež-";"radioprot.";"rus"
"radioquim-";"radioquim.";"spa"
"radioreclame";"radiorecl.";"dut"
"radiorepér-";"radiorepér.";"fre"
"radiorežist-";"radiorežist.";"rus"
"radioscientist";"radiosci.";"eng"
"radioscop-";"radiosc.";"fre, eng"
"radiosensitizer";"radiosensit.";"eng"
"radiosondage";"radiosond.";"fre"
"radiosonde";"n.a.";"fre, eng"
"radiospektroskop-";"radiospektrosk.";"rus, ger"
"radiosterilization";"radiosteril.";"eng"
"radiosvâz-";"radiosvâz.";"rus"
"radiotech-";"radiotech.";"fre"
"rádiótechnika";"rádiótech.";"hun"
"radiotecni-";"radiotec.";"ita, spa"
"radiotehni-";"radioteh.";"rus"
"radiotelemetr-";"radiotelem.";"mul"
"radiotēleorasē";"radiotēleor.";"gre"
"radiotéléphon-";"radiotéléph.";"fre"
"radiotelev-";"radiotelev.";"mul"
"radiotélévision";"radiotélév.";"fre"
"radioterap-";"radioter.";"rus"
"radiotherap-";"radiother.";"mul"
"radiotidning";"radiotidn.";"swe"
"radiov-";"radio.";"cze"
"radioveŝanie";"radioveŝ.";"rus"
"radiovision";"radiovis.";"fre"
"radiovolna";"n.a.";"rus"
"rādītāj-";"rād.";"lav"
"radium";"n.a.";"eng"
"Radius";"n.a.";"ger"
"radn-";"radn.";"hrv"
"radnopravn-";"radnoprav.";"srp"
"Radnorshire";"Radnors.";"eng"
"radoboj-";"radoboj.";"hrv"
"Radolfzell";"n.a.";"ger"
"radomsk-";"radom.";"pol"
"radomszczańsk-";"radomszcz.";"pol"
"rados-";"rados.";"hrv"
"radoša";"n.a.";"lav"
"radost'";"n.a.";"slo"
"radov-";"rad.";"rus, cze"
"radoznali";"radoz.";"srp"
"rådslag";"rådsl.";"swe"
"ráðstefn-";"ráðst.";"ice"
"radwaste";"n.a.";"eng"
"radziecki";"radz.";"pol"
"række";"n.a.";"dan"
"ræktunar";"rækt.";"ice"
"rævens";"n.a.";"dan"
"rafferm-";"rafferm.";"fre"
"raffin-";"raffin.";"fre"
"raffle";"n.a.";"eng"
"rafting";"raft.";"eng"
"ragazzo";"n.a.";"ita"
"rågens";"n.a.";"dan"
"Raggarö";"n.a.";"swe"
"ragguagl-";"ragguag.";"ita"
"ragióne";"n.a.";"ita"
"ragondin";"n.a.";"fre"
"ragtrader";"n.a.";"eng"
"rahamaailma";"rahamaail.";"est"
"rahasto";"n.a.";"fin"
"rahatsız";"n.a.";"tur"
"Rahden";"n.a.";"ger"
"rahiti";"n.a.";"dut"
"Rahmen";"Rahm.";"ger"
"rahoitus";"rah.";"fin"
"rahoj-";"n.a.";"fin"
"rahvaluule";"n.a.";"est"
"rahvapärimus-";"rahvapärim.";"est"
"rahvaraamatukogu";"rahvaraamtuk.";"est"
"rahvuslik";"rahv.";"est"
"raibās";"n.a.";"lav"
"raíc-";"n.a.";"spa"
"raida";"n.a.";"lit"
"raider";"raid.";"eng"
"Raiffeisen";"n.a.";"ger"
"Raiffeisenverband";"Raiffeisenverb.";"ger"
"railinfrabeheer";"n.a.";"dut"
"railnervoer";"n.a.";"dut"
"railpass";"railp.";"eng"
"railroad-";"railr.";"eng"
"railway-";"railw.";"eng"
"railwayman";"n.a.";"eng"
"rainbow";"n.a.";"eng"
"rainfall";"n.a.";"eng"
"rainforest";"rainfor.";"eng"
"raised";"rais.";"eng"
"raiser";"rais.";"eng"
"raising";"rais.";"eng"
"raison";"n.a.";"fre"
"raisonn-";"raison.";"fre"
"raitis";"n.a.";"fin"
"Rajasthan";"n.a.";"eng"
"rajecké";"rajec.";"slo"
"rajeunissement";"rajeun.";"fre"
"rajon-";"rajon.";"lav, lit"
"rajonnyj";"rajon.";"rus"
"rajonov";"rajon.";"rus"
"rajust-";"rajust.";"fre"
"rajzbiennálé";"rajzbienn.";"hun"
"rajzművészet";"rajzműv.";"hun"
"Rakel";"n.a.";"ger"
"raken-";"raken.";"fin"
"räkenskap-";"räkensk.";"swe"
"Raketentechni-";"Raketentech.";"ger"
"raketn-";"raket.";"rus"
"raketostroenie";"raketostro.";"rus"
"rakietow-";"rakiet.";"pol"
"Rakitna";"n.a.";"slv"
"räkning";"räkn.";"swe"
"Rákóczianum";"Rákóczi.";"hun"
"rakousk-";"rak.";"cze"
"raksti";"n.a.";"lav"
"raksts";"n.a.";"lav"
"raktár";"n.a.";"hun"
"raktároz-";"rakt.";"hun"
"raktározás";"rakt.";"hun"
"raktas";"n.a.";"lit"
"ralentir";"n.a.";"fre"
"ralite";"ral.";"fre"
"rallaros";"n.a.";"swe"
"ralliement";"ralliem.";"fre"
"rallijs";"n.a.";"lav"
"rally";"n.a.";"eng"
"rallycross";"n.a.";"mul"
"Rallye";"n.a.";"ger"
"rallying";"rally.";"eng"
"rallysport";"n.a.";"swe"
"ramader-";"ramad.";"cat"
"ramass-";"ramass.";"fre"
"rambl-";"rambl.";"eng"
"rámci";"n.a.";"slo"
"ramification";"ramif.";"mul"
"Rammelsberg";"Rammelsb.";"ger"
"ramoneur";"ramon.";"fre"
"rampa";"n.a.";"rum"
"ramprogram";"n.a.";"swe"
"rampspoed";"n.a.";"dut"
"Ramsgate";"n.a.";"eng"
"ramski";"ram.";"hrv"
"rancang";"ranc.";"ind"
"rancangan";"ranc.";"may"
"rancher";"n.a.";"eng"
"rancho";"n.a.";"spa"
"Randburg";"Randbg.";"afr"
"Randers";"n.a.";"dan"
"Randesund";"n.a.";"nor"
"Randfontein";"n.a.";"afr"
"Randgebiet-";"Randgeb.";"ger"
"Randgruppe";"Randgr.";"ger"
"random";"n.a.";"eng"
"randonnée";"n.a.";"fre"
"Randstad";"n.a.";"dut"
"randvoorwaard-";"n.a.";"dut"
"Randwick";"n.a.";"eng"
"rangeland";"rangel.";"eng"
"rangeman";"n.a.";"eng"
"ranger";"n.a.";"eng"
"rangfølge";"rangføl.";"dan"
"ranggagading";"ranggagad.";"ind"
"ranglijst";"rangl.";"dut"
"Rangoon";"n.a.";"eng"
"Rangsdorf";"Rangsd.";"ger"
"rangsor";"n.a.";"hun"
"rangsorol";"rangsor.";"hun"
"rank-";"rank.";"eng"
"Rankweil";"n.a.";"ger"
"rannsókn-";"ranns.";"ice"
"rannsoknir";"ranns.";"ice"
"Ransberg";"n.a.";"swe"
"Ranshofen";"Ranshof.";"ger"
"rantai";"n.a.";"ind"
"rapeseed";"n.a.";"eng"
"Raphaelite";"Raphael.";"mul"
"rapide";"n.a.";"fre"
"rápido";"n.a.";"por"
"rapor";"rap.";"tur"
"raporlari";"rap.";"tur"
"raport-";"rap.";"rus, fin"
"rapport-";"rapp.";"mlt, ita, fre"
"rappresent-";"rappresent.";"ita"
"Rapskongress";"Rapskongr.";"ger"
"raptika";"n.a.";"gre"
"raptor";"n.a.";"eng"
"raptularz";"rapt.";"pol"
"raquetball";"raquetb.";"eng"
"raquette";"n.a.";"fre"
"rarefied";"n.a.";"eng"
"rarissima";"n.a.";"lat"
"Rarität";"n.a.";"ger"
"rasad-";"rasad.";"hrv"
"räsästen";"n.a.";"fin"
"rasathanesi";"rasath.";"tur"
"rascal";"n.a.";"eng"
"rasčet";"n.a.";"rus"
"rasčet-";"rasčet.";"rus"
"Rasengras";"n.a.";"ger"
"rasfjäderfäförbund";"rasfjäderfäförb.";"swe"
"rashod-";"n.a.";"rus"
"rashundar";"n.a.";"swe"
"rasism";"n.a.";"swe"
"rasisma";"n.a.";"lav"
"rasisme";"n.a.";"nor"
"rasismin";"n.a.";"fin"
"rasismu";"n.a.";"cze"
"rasizma";"n.a.";"slv"
"rasizmo";"n.a.";"lit"
"rasizmu";"n.a.";"pol, slo"
"rasjon";"n.a.";"nor"
"rasjonalisering";"rasjon.";"nor"
"raskop-";"raskop.";"bul"
"rasm-";"rasm.";"uzb"
"rasov-";"ras.";"rus"
"rasplav-";"rasplav.";"rus"
"raspodela";"raspod.";"srp"
"rasporâžen-";"rasporâž.";"rus"
"raspoznavanie";"raspozn.";"rus"
"rasprav-";"raspr.";"rus"
"raspredel-";"raspred.";"rus"
"rasprostran-";"rasprostr.";"rus"
"Rasse-aangeleenth-";"Rasse-aangel.";"afr"
"rasseânie";"rasseân.";"rus"
"Rassegeflügelzücht-";"Rassegeflügelzücht.";"ger"
"rasségna";"rass.";"ita"
"rasselen-";"rassel.";"rus"
"rassemblement";"rassembl.";"fre"
"Rassenhygien-";"Rassenhyg.";"ger"
"Rassenkunde";"Rassenkd.";"ger"
"rassenlijst";"rassenl.";"dut"
"rassenonderzoek";"rassenonderz.";"dut"
"rasseyan-";"rasseyan.";"rus"
"rasširen-";"rasšir.";"rus"
"rassismi";"n.a.";"est"
"Rassismus";"Rassism.";"ger"
"rasszizmus";"n.a.";"hun"
"Rastatt";"n.a.";"ger"
"rastav-";"rastav.";"hrv"
"Rastede";"n.a.";"ger"
"rastenie";"rast.";"rus"
"rastenievod-";"rastenievod.";"rus"
"rastenievyd-";"rastenievyd.";"rus"
"rasteniya-";"rast.";"rus"
"Rastermikroskop-";"Rastermikrosk.";"ger"
"rastitel-";"rastit.";"rus"
"rastitelʹnoâdnyj";"n.a.";"rus"
"rastlin-";"rastl.";"slo"
"rašto";"n.a.";"lit"
"råstof";"n.a.";"dan"
"rastro-";"n.a.";"spa"
"rastvor";"n.a.";"rus"
"rasuah";"n.a.";"may"
"rasumovsk-";"rasumov.";"rus"
"rašyt-";"rašyt.";"lit"
"ratable";"n.a.";"mul"
"ratarstvo";"ratar.";"srp"
"Ratgeber";"Ratg.";"ger"
"Rathaus";"Rath.";"ger"
"Rathenow";"n.a.";"ger"
"Rathgarogue";"n.a.";"eng"
